redemption_option,date,coupon_stake,money_coupon,nominal,redemption_price,currency,isin
-,04.10.2024,-,46.34,-,-,RUB,RU000A108WY1
-,03.01.2025,-,-,-,-,RUB,RU000A108WY1
-,04.04.2025,-,-,-,-,RUB,RU000A108WY1
-,04.07.2025,-,-,-,-,RUB,RU000A108WY1
-,03.10.2025,-,-,-,-,RUB,RU000A108WY1
-,02.01.2026,-,-,-,-,RUB,RU000A108WY1
-,03.04.2026,-,-,-,-,RUB,RU000A108WY1
-,03.07.2026,-,-,-,-,RUB,RU000A108WY1
-,02.10.2026,-,-,-,-,RUB,RU000A108WY1
MAT,01.01.2027,-,-,1000,-,RUB,RU000A108WY1
-,21.10.2022,10.8%,26.93,-,-,RUB,RU000A104ZC9
-,20.01.2023,10.8%,26.93,-,-,RUB,RU000A104ZC9
-,21.04.2023,10.8%,26.93,-,-,RUB,RU000A104ZC9
-,21.07.2023,10.8%,26.93,-,-,RUB,RU000A104ZC9
-,20.10.2023,10.8%,26.93,-,-,RUB,RU000A104ZC9
-,19.01.2024,10.8%,26.93,-,-,RUB,RU000A104ZC9
-,19.04.2024,10.8%,26.93,-,-,RUB,RU000A104ZC9
PUT,19.07.2024,10.8%,26.93,-,-,RUB,RU000A104ZC9
-,18.10.2024,17.2%,42.88,-,-,RUB,RU000A104ZC9
-,17.01.2025,20.2%,50.36,-,-,RUB,RU000A104ZC9
-,18.04.2025,-,-,-,-,RUB,RU000A104ZC9
MAT,18.07.2025,-,-,1000,-,RUB,RU000A104ZC9
-,08.03.2021,6.7%,33.41,-,-,RUB,RU000A1023K1
-,06.09.2021,6.7%,33.41,-,-,RUB,RU000A1023K1
-,07.03.2022,6.7%,33.41,-,-,RUB,RU000A1023K1
-,05.09.2022,6.7%,33.41,-,-,RUB,RU000A1023K1
-,06.03.2023,6.7%,33.41,-,-,RUB,RU000A1023K1
-,04.09.2023,6.7%,33.41,-,-,RUB,RU000A1023K1
-,04.03.2024,6.7%,33.41,-,-,RUB,RU000A1023K1
PUT,02.09.2024,6.7%,33.41,-,-,RUB,RU000A1023K1
-,03.03.2025,19%,94.74,-,-,RUB,RU000A1023K1
PUT,01.09.2025,19%,94.74,-,-,RUB,RU000A1023K1
-,02.03.2026,-,-,-,-,RUB,RU000A1023K1
-,31.08.2026,-,-,-,-,RUB,RU000A1023K1
-,01.03.2027,-,-,-,-,RUB,RU000A1023K1
-,30.08.2027,-,-,-,-,RUB,RU000A1023K1
-,28.02.2028,-,-,-,-,RUB,RU000A1023K1
-,28.08.2028,-,-,-,-,RUB,RU000A1023K1
-,26.02.2029,-,-,-,-,RUB,RU000A1023K1
-,27.08.2029,-,-,-,-,RUB,RU000A1023K1
-,25.02.2030,-,-,-,-,RUB,RU000A1023K1
MAT,26.08.2030,-,-,1000,-,RUB,RU000A1023K1
-,23.02.2021,6.1%,15.21,-,-,RUB,RU000A102DS6
-,25.05.2021,6.1%,15.21,-,-,RUB,RU000A102DS6
-,24.08.2021,6.1%,15.21,-,-,RUB,RU000A102DS6
-,23.11.2021,6.1%,15.21,-,-,RUB,RU000A102DS6
-,22.02.2022,6.1%,15.21,-,-,RUB,RU000A102DS6
-,24.05.2022,6.1%,15.21,-,-,RUB,RU000A102DS6
-,23.08.2022,6.1%,15.21,-,-,RUB,RU000A102DS6
-,22.11.2022,6.1%,15.21,-,-,RUB,RU000A102DS6
-,21.02.2023,6.1%,15.21,-,-,RUB,RU000A102DS6
-,23.05.2023,6.1%,15.21,-,-,RUB,RU000A102DS6
-,22.08.2023,6.1%,15.21,-,-,RUB,RU000A102DS6
-,21.11.2023,6.1%,15.21,-,-,RUB,RU000A102DS6
-,20.02.2024,6.1%,15.21,-,-,RUB,RU000A102DS6
-,21.05.2024,6.1%,15.21,-,-,RUB,RU000A102DS6
-,20.08.2024,6.1%,15.21,300,-,RUB,RU000A102DS6
-,19.11.2024,6.1%,10.65,-,-,RUB,RU000A102DS6
-,18.02.2025,6.1%,10.65,-,-,RUB,RU000A102DS6
-,20.05.2025,6.1%,10.65,-,-,RUB,RU000A102DS6
-,19.08.2025,6.1%,10.65,300,-,RUB,RU000A102DS6
-,18.11.2025,6.1%,6.08,-,-,RUB,RU000A102DS6
-,17.02.2026,6.1%,6.08,-,-,RUB,RU000A102DS6
MAT,27.05.2026,6.1%,6.62,400,-,RUB,RU000A102DS6
-,30.11.2023,-,35.82,-,-,RUB,RU000A106P97
-,29.02.2024,-,41.78,-,-,RUB,RU000A106P97
-,30.05.2024,-,42.49,-,-,RUB,RU000A106P97
-,29.08.2024,-,43.8,-,-,RUB,RU000A106P97
-,28.11.2024,-,50.74,-,-,RUB,RU000A106P97
-,27.02.2025,-,-,-,-,RUB,RU000A106P97
-,29.05.2025,-,-,-,-,RUB,RU000A106P97
-,28.08.2025,-,-,-,-,RUB,RU000A106P97
-,27.11.2025,-,-,-,-,RUB,RU000A106P97
-,26.02.2026,-,-,-,-,RUB,RU000A106P97
-,28.05.2026,-,-,-,-,RUB,RU000A106P97
-,27.08.2026,-,-,-,-,RUB,RU000A106P97
-,26.11.2026,-,-,-,-,RUB,RU000A106P97
-,25.02.2027,-,-,-,-,RUB,RU000A106P97
-,27.05.2027,-,-,-,-,RUB,RU000A106P97
MAT,26.08.2027,-,-,1000,-,RUB,RU000A106P97
-,18.06.2021,6.85%,24.4,-,-,RUB,RU000A102QP4
-,17.12.2021,6.85%,34.16,-,-,RUB,RU000A102QP4
-,17.06.2022,6.85%,34.16,-,-,RUB,RU000A102QP4
-,16.12.2022,6.85%,34.16,-,-,RUB,RU000A102QP4
-,16.06.2023,6.85%,34.16,-,-,RUB,RU000A102QP4
-,15.12.2023,6.85%,34.16,-,-,RUB,RU000A102QP4
-,14.06.2024,6.85%,34.16,-,-,RUB,RU000A102QP4
-,13.12.2024,6.85%,34.16,-,-,RUB,RU000A102QP4
-,13.06.2025,6.85%,34.16,-,-,RUB,RU000A102QP4
-,12.12.2025,6.85%,34.16,-,-,RUB,RU000A102QP4
-,12.06.2026,6.85%,34.16,-,-,RUB,RU000A102QP4
-,11.12.2026,6.85%,34.16,-,-,RUB,RU000A102QP4
MAT,11.06.2027,6.85%,34.16,1000,-,RUB,RU000A102QP4
-,13.08.2024,20%,49.86,-,-,RUB,RU000A108E80
-,12.11.2024,20%,49.86,-,-,RUB,RU000A108E80
-,11.02.2025,20%,49.86,-,-,RUB,RU000A108E80
-,13.05.2025,20%,49.86,-,-,RUB,RU000A108E80
-,12.08.2025,20%,49.86,-,-,RUB,RU000A108E80
-,11.11.2025,20%,49.86,-,-,RUB,RU000A108E80
-,10.02.2026,20%,49.86,-,-,RUB,RU000A108E80
-,12.05.2026,20%,49.86,-,-,RUB,RU000A108E80
-,11.08.2026,20%,49.86,-,-,RUB,RU000A108E80
-,10.11.2026,20%,49.86,-,-,RUB,RU000A108E80
-,09.02.2027,20%,49.86,-,-,RUB,RU000A108E80
-,11.05.2027,20%,49.86,-,-,RUB,RU000A108E80
-,10.08.2027,20%,49.86,-,-,RUB,RU000A108E80
-,09.11.2027,20%,49.86,-,-,RUB,RU000A108E80
-,08.02.2028,20%,49.86,-,-,RUB,RU000A108E80
MAT,09.05.2028,20%,49.86,1000,-,RUB,RU000A108E80
-,06.09.2024,-,44.55,-,-,RUB,RU000A108LU2
-,06.12.2024,-,51.65,-,-,RUB,RU000A108LU2
-,07.03.2025,-,-,-,-,RUB,RU000A108LU2
-,06.06.2025,-,-,-,-,RUB,RU000A108LU2
-,05.09.2025,-,-,-,-,RUB,RU000A108LU2
-,05.12.2025,-,-,-,-,RUB,RU000A108LU2
-,06.03.2026,-,-,-,-,RUB,RU000A108LU2
-,05.06.2026,-,-,-,-,RUB,RU000A108LU2
-,04.09.2026,-,-,-,-,RUB,RU000A108LU2
-,04.12.2026,-,-,-,-,RUB,RU000A108LU2
-,05.03.2027,-,-,-,-,RUB,RU000A108LU2
PUT,04.06.2027,-,-,-,-,RUB,RU000A108LU2
-,03.09.2027,-,-,-,-,RUB,RU000A108LU2
-,03.12.2027,-,-,-,-,RUB,RU000A108LU2
-,03.03.2028,-,-,-,-,RUB,RU000A108LU2
-,02.06.2028,-,-,-,-,RUB,RU000A108LU2
-,01.09.2028,-,-,-,-,RUB,RU000A108LU2
-,01.12.2028,-,-,-,-,RUB,RU000A108LU2
-,02.03.2029,-,-,-,-,RUB,RU000A108LU2
-,01.06.2029,-,-,-,-,RUB,RU000A108LU2
-,31.08.2029,-,-,-,-,RUB,RU000A108LU2
-,30.11.2029,-,-,-,-,RUB,RU000A108LU2
-,01.03.2030,-,-,-,-,RUB,RU000A108LU2
-,31.05.2030,-,-,-,-,RUB,RU000A108LU2
-,30.08.2030,-,-,-,-,RUB,RU000A108LU2
-,29.11.2030,-,-,-,-,RUB,RU000A108LU2
-,28.02.2031,-,-,-,-,RUB,RU000A108LU2
-,30.05.2031,-,-,-,-,RUB,RU000A108LU2
-,29.08.2031,-,-,-,-,RUB,RU000A108LU2
-,28.11.2031,-,-,-,-,RUB,RU000A108LU2
-,27.02.2032,-,-,-,-,RUB,RU000A108LU2
-,28.05.2032,-,-,-,-,RUB,RU000A108LU2
-,27.08.2032,-,-,-,-,RUB,RU000A108LU2
-,26.11.2032,-,-,-,-,RUB,RU000A108LU2
-,25.02.2033,-,-,-,-,RUB,RU000A108LU2
-,27.05.2033,-,-,-,-,RUB,RU000A108LU2
-,26.08.2033,-,-,-,-,RUB,RU000A108LU2
-,25.11.2033,-,-,-,-,RUB,RU000A108LU2
-,24.02.2034,-,-,-,-,RUB,RU000A108LU2
MAT,26.05.2034,-,-,1000,-,RUB,RU000A108LU2
-,16.10.2023,10.4%,25.93,-,-,RUB,RU000A106K27
-,15.01.2024,10.4%,25.93,-,-,RUB,RU000A106K27
-,15.04.2024,10.4%,25.93,-,-,RUB,RU000A106K27
-,15.07.2024,10.4%,25.93,-,-,RUB,RU000A106K27
-,14.10.2024,10.4%,25.93,-,-,RUB,RU000A106K27
-,13.01.2025,10.4%,25.93,-,-,RUB,RU000A106K27
-,14.04.2025,10.4%,25.93,-,-,RUB,RU000A106K27
-,14.07.2025,10.4%,25.93,-,-,RUB,RU000A106K27
PUT,13.10.2025,10.4%,25.93,-,-,RUB,RU000A106K27
-,12.01.2026,-,-,-,-,RUB,RU000A106K27
-,13.04.2026,-,-,-,-,RUB,RU000A106K27
-,13.07.2026,-,-,-,-,RUB,RU000A106K27
-,12.10.2026,-,-,-,-,RUB,RU000A106K27
-,11.01.2027,-,-,-,-,RUB,RU000A106K27
-,12.04.2027,-,-,-,-,RUB,RU000A106K27
-,12.07.2027,-,-,-,-,RUB,RU000A106K27
-,11.10.2027,-,-,-,-,RUB,RU000A106K27
-,10.01.2028,-,-,-,-,RUB,RU000A106K27
-,10.04.2028,-,-,-,-,RUB,RU000A106K27
-,10.07.2028,-,-,-,-,RUB,RU000A106K27
-,09.10.2028,-,-,-,-,RUB,RU000A106K27
-,08.01.2029,-,-,-,-,RUB,RU000A106K27
-,09.04.2029,-,-,-,-,RUB,RU000A106K27
-,09.07.2029,-,-,-,-,RUB,RU000A106K27
-,08.10.2029,-,-,-,-,RUB,RU000A106K27
-,07.01.2030,-,-,-,-,RUB,RU000A106K27
-,08.04.2030,-,-,-,-,RUB,RU000A106K27
-,08.07.2030,-,-,-,-,RUB,RU000A106K27
-,07.10.2030,-,-,-,-,RUB,RU000A106K27
-,06.01.2031,-,-,-,-,RUB,RU000A106K27
-,07.04.2031,-,-,-,-,RUB,RU000A106K27
-,07.07.2031,-,-,-,-,RUB,RU000A106K27
-,06.10.2031,-,-,-,-,RUB,RU000A106K27
-,05.01.2032,-,-,-,-,RUB,RU000A106K27
-,05.04.2032,-,-,-,-,RUB,RU000A106K27
-,05.07.2032,-,-,-,-,RUB,RU000A106K27
-,04.10.2032,-,-,-,-,RUB,RU000A106K27
-,03.01.2033,-,-,-,-,RUB,RU000A106K27
-,04.04.2033,-,-,-,-,RUB,RU000A106K27
-,04.07.2033,-,-,-,-,RUB,RU000A106K27
-,03.10.2033,-,-,-,-,RUB,RU000A106K27
-,02.01.2034,-,-,-,-,RUB,RU000A106K27
-,03.04.2034,-,-,-,-,RUB,RU000A106K27
-,03.07.2034,-,-,-,-,RUB,RU000A106K27
-,02.10.2034,-,-,-,-,RUB,RU000A106K27
-,01.01.2035,-,-,-,-,RUB,RU000A106K27
-,02.04.2035,-,-,-,-,RUB,RU000A106K27
-,02.07.2035,-,-,-,-,RUB,RU000A106K27
-,01.10.2035,-,-,-,-,RUB,RU000A106K27
-,31.12.2035,-,-,-,-,RUB,RU000A106K27
-,31.03.2036,-,-,-,-,RUB,RU000A106K27
-,30.06.2036,-,-,-,-,RUB,RU000A106K27
-,29.09.2036,-,-,-,-,RUB,RU000A106K27
-,29.12.2036,-,-,-,-,RUB,RU000A106K27
-,30.03.2037,-,-,-,-,RUB,RU000A106K27
-,29.06.2037,-,-,-,-,RUB,RU000A106K27
-,28.09.2037,-,-,-,-,RUB,RU000A106K27
-,28.12.2037,-,-,-,-,RUB,RU000A106K27
-,29.03.2038,-,-,-,-,RUB,RU000A106K27
MAT,28.06.2038,-,-,1000,-,RUB,RU000A106K27
-,28.12.2021,8.8%,21.94,-,-,RUB,RU000A103S14
-,29.03.2022,8.8%,21.94,-,-,RUB,RU000A103S14
-,30.05.2022,-,-,-,-,-,RU000A103S14
-,28.06.2022,8.8%,21.94,-,-,RUB,RU000A103S14
-,27.09.2022,8.8%,21.94,-,-,RUB,RU000A103S14
-,27.12.2022,8.8%,21.94,100,-,RUB,RU000A103S14
-,28.03.2023,8.8%,19.75,100,-,RUB,RU000A103S14
-,27.06.2023,8.8%,17.55,100,-,RUB,RU000A103S14
-,26.09.2023,8.8%,15.36,100,-,RUB,RU000A103S14
-,26.12.2023,8.8%,13.16,100,-,RUB,RU000A103S14
-,26.03.2024,8.8%,10.97,100,-,RUB,RU000A103S14
-,25.06.2024,8.8%,8.78,100,-,RUB,RU000A103S14
-,24.09.2024,8.8%,6.58,100,-,RUB,RU000A103S14
-,24.12.2024,8.8%,4.39,100,-,RUB,RU000A103S14
MAT,25.03.2025,8.8%,2.19,100,-,RUB,RU000A103S14
-,07.11.2024,23%,18.9,-,-,RUB,RU000A109R50
-,07.12.2024,23%,18.9,-,-,RUB,RU000A109R50
-,06.01.2025,23%,18.9,-,-,RUB,RU000A109R50
-,05.02.2025,23%,18.9,-,-,RUB,RU000A109R50
-,07.03.2025,23%,18.9,-,-,RUB,RU000A109R50
-,06.04.2025,23%,18.9,-,-,RUB,RU000A109R50
-,06.05.2025,23%,18.9,-,-,RUB,RU000A109R50
-,05.06.2025,23%,18.9,-,-,RUB,RU000A109R50
-,05.07.2025,23%,18.9,-,-,RUB,RU000A109R50
-,04.08.2025,23%,18.9,-,-,RUB,RU000A109R50
-,03.09.2025,23%,18.9,-,-,RUB,RU000A109R50
-,03.10.2025,23%,18.9,-,-,RUB,RU000A109R50
-,02.11.2025,23%,18.9,-,-,RUB,RU000A109R50
-,02.12.2025,23%,18.9,-,-,RUB,RU000A109R50
-,01.01.2026,23%,18.9,-,-,RUB,RU000A109R50
-,31.01.2026,23%,18.9,-,-,RUB,RU000A109R50
-,02.03.2026,23%,18.9,-,-,RUB,RU000A109R50
-,01.04.2026,23%,18.9,-,-,RUB,RU000A109R50
-,01.05.2026,23%,18.9,-,-,RUB,RU000A109R50
-,31.05.2026,23%,18.9,-,-,RUB,RU000A109R50
-,30.06.2026,23%,18.9,-,-,RUB,RU000A109R50
-,30.07.2026,23%,18.9,-,-,RUB,RU000A109R50
-,29.08.2026,23%,18.9,-,-,RUB,RU000A109R50
-,28.09.2026,23%,18.9,-,-,RUB,RU000A109R50
-,28.10.2026,23%,18.9,83,-,RUB,RU000A109R50
-,27.11.2026,23%,17.34,83,-,RUB,RU000A109R50
-,27.12.2026,23%,15.77,83,-,RUB,RU000A109R50
-,26.01.2027,23%,14.2,83,-,RUB,RU000A109R50
-,25.02.2027,23%,12.63,83,-,RUB,RU000A109R50
-,27.03.2027,23%,11.06,83,-,RUB,RU000A109R50
-,26.04.2027,23%,9.49,83,-,RUB,RU000A109R50
-,26.05.2027,23%,7.92,83,-,RUB,RU000A109R50
-,25.06.2027,23%,6.35,83,-,RUB,RU000A109R50
-,25.07.2027,23%,4.78,83,-,RUB,RU000A109R50
-,24.08.2027,23%,3.21,83,-,RUB,RU000A109R50
MAT,23.09.2027,23%,1.64,87,-,RUB,RU000A109R50
-,13.07.2023,13.5%,11.1,-,-,RUB,RU000A106D18
-,12.08.2023,13.5%,11.1,-,-,RUB,RU000A106D18
-,11.09.2023,13.5%,11.1,-,-,RUB,RU000A106D18
-,11.10.2023,13.5%,11.1,-,-,RUB,RU000A106D18
-,10.11.2023,13.5%,11.1,-,-,RUB,RU000A106D18
-,10.12.2023,13.5%,11.1,-,-,RUB,RU000A106D18
-,09.01.2024,13.5%,11.1,-,-,RUB,RU000A106D18
-,08.02.2024,13.5%,11.1,-,-,RUB,RU000A106D18
-,09.03.2024,13.5%,11.1,-,-,RUB,RU000A106D18
-,08.04.2024,13.5%,11.1,-,-,RUB,RU000A106D18
-,08.05.2024,13.5%,11.1,-,-,RUB,RU000A106D18
-,07.06.2024,13.5%,11.1,-,-,RUB,RU000A106D18
-,07.07.2024,13.5%,11.1,41.67,-,RUB,RU000A106D18
-,06.08.2024,13.5%,10.63,41.67,-,RUB,RU000A106D18
-,05.09.2024,13.5%,10.17,41.67,-,RUB,RU000A106D18
-,05.10.2024,13.5%,9.71,41.67,-,RUB,RU000A106D18
-,04.11.2024,13.5%,9.25,41.67,-,RUB,RU000A106D18
-,04.12.2024,13.5%,8.78,41.67,-,RUB,RU000A106D18
-,03.01.2025,13.5%,8.32,41.67,-,RUB,RU000A106D18
-,02.02.2025,13.5%,7.86,41.67,-,RUB,RU000A106D18
-,04.03.2025,13.5%,7.4,41.67,-,RUB,RU000A106D18
-,03.04.2025,13.5%,6.93,41.67,-,RUB,RU000A106D18
-,03.05.2025,13.5%,6.47,41.67,-,RUB,RU000A106D18
-,02.06.2025,13.5%,6.01,41.67,-,RUB,RU000A106D18
-,02.07.2025,13.5%,5.55,41.67,-,RUB,RU000A106D18
-,01.08.2025,13.5%,5.09,41.67,-,RUB,RU000A106D18
-,31.08.2025,13.5%,4.62,41.67,-,RUB,RU000A106D18
-,30.09.2025,13.5%,4.16,41.67,-,RUB,RU000A106D18
-,30.10.2025,13.5%,3.7,41.67,-,RUB,RU000A106D18
-,29.11.2025,13.5%,3.24,41.67,-,RUB,RU000A106D18
-,29.12.2025,13.5%,2.77,41.67,-,RUB,RU000A106D18
-,28.01.2026,13.5%,2.31,41.67,-,RUB,RU000A106D18
-,27.02.2026,13.5%,1.85,41.67,-,RUB,RU000A106D18
-,29.03.2026,13.5%,1.39,41.67,-,RUB,RU000A106D18
-,28.04.2026,13.5%,0.92,41.67,-,RUB,RU000A106D18
MAT,28.05.2026,13.5%,0.46,41.59,-,RUB,RU000A106D18
-,30.07.2021,12%,29.92,-,-,RUB,RU000A1032D7
-,29.10.2021,12%,29.92,-,-,RUB,RU000A1032D7
-,28.01.2022,12%,29.92,-,-,RUB,RU000A1032D7
-,29.04.2022,12%,29.92,-,-,RUB,RU000A1032D7
-,29.07.2022,12%,29.92,-,-,RUB,RU000A1032D7
-,28.10.2022,12%,29.92,-,-,RUB,RU000A1032D7
-,27.01.2023,12%,29.92,-,-,RUB,RU000A1032D7
-,28.04.2023,12%,29.92,-,-,RUB,RU000A1032D7
-,28.07.2023,12%,29.92,-,-,RUB,RU000A1032D7
-,27.10.2023,12%,29.92,-,-,RUB,RU000A1032D7
-,26.01.2024,12%,29.92,-,-,RUB,RU000A1032D7
-,26.04.2024,12%,29.92,-,-,RUB,RU000A1032D7
-,26.07.2024,12%,29.92,250,-,RUB,RU000A1032D7
-,25.10.2024,12%,22.44,250,-,RUB,RU000A1032D7
-,24.01.2025,12%,14.96,250,-,RUB,RU000A1032D7
MAT,25.04.2025,12%,7.48,250,-,RUB,RU000A1032D7
-,16.05.2024,19%,47.37,-,-,RUB,RU000A107SH6
-,15.08.2024,19%,47.37,-,-,RUB,RU000A107SH6
-,14.11.2024,19%,47.37,-,-,RUB,RU000A107SH6
-,13.02.2025,19%,47.37,-,-,RUB,RU000A107SH6
-,15.05.2025,19%,47.37,-,-,RUB,RU000A107SH6
-,14.08.2025,19%,47.37,-,-,RUB,RU000A107SH6
-,13.11.2025,19%,47.37,-,-,RUB,RU000A107SH6
-,12.02.2026,19%,47.37,-,-,RUB,RU000A107SH6
-,14.05.2026,19%,47.37,75,-,RUB,RU000A107SH6
-,13.08.2026,19%,43.82,75,-,RUB,RU000A107SH6
-,12.11.2026,19%,40.26,75,-,RUB,RU000A107SH6
-,11.02.2027,19%,36.71,75,-,RUB,RU000A107SH6
-,13.05.2027,19%,33.16,75,-,RUB,RU000A107SH6
-,12.08.2027,19%,29.61,75,-,RUB,RU000A107SH6
-,11.11.2027,19%,26.05,75,-,RUB,RU000A107SH6
-,10.02.2028,19%,22.5,75,-,RUB,RU000A107SH6
-,11.05.2028,19%,18.95,100,-,RUB,RU000A107SH6
-,10.08.2028,19%,14.21,100,-,RUB,RU000A107SH6
-,09.11.2028,19%,9.47,100,-,RUB,RU000A107SH6
MAT,08.02.2029,19%,4.74,100,-,RUB,RU000A107SH6
-,27.04.2024,18.25%,15,-,-,RUB,RU000A108405
-,27.05.2024,18.25%,15,-,-,RUB,RU000A108405
-,26.06.2024,18.25%,15,-,-,RUB,RU000A108405
-,26.07.2024,18.25%,15,-,-,RUB,RU000A108405
-,25.08.2024,18.25%,15,-,-,RUB,RU000A108405
-,24.09.2024,18.25%,15,-,-,RUB,RU000A108405
-,24.10.2024,18.25%,15,-,-,RUB,RU000A108405
-,23.11.2024,18.25%,15,-,-,RUB,RU000A108405
-,23.12.2024,18.25%,15,-,-,RUB,RU000A108405
-,22.01.2025,18.25%,15,-,-,RUB,RU000A108405
-,21.02.2025,18.25%,15,-,-,RUB,RU000A108405
PUT,23.03.2025,18.25%,15,-,-,RUB,RU000A108405
-,22.04.2025,-,-,-,-,RUB,RU000A108405
-,22.05.2025,-,-,-,-,RUB,RU000A108405
-,21.06.2025,-,-,-,-,RUB,RU000A108405
-,21.07.2025,-,-,-,-,RUB,RU000A108405
-,20.08.2025,-,-,-,-,RUB,RU000A108405
-,19.09.2025,-,-,-,-,RUB,RU000A108405
-,19.10.2025,-,-,-,-,RUB,RU000A108405
-,18.11.2025,-,-,-,-,RUB,RU000A108405
-,18.12.2025,-,-,-,-,RUB,RU000A108405
-,17.01.2026,-,-,-,-,RUB,RU000A108405
-,16.02.2026,-,-,-,-,RUB,RU000A108405
-,18.03.2026,-,-,-,-,RUB,RU000A108405
-,17.04.2026,-,-,-,-,RUB,RU000A108405
-,17.05.2026,-,-,-,-,RUB,RU000A108405
-,16.06.2026,-,-,-,-,RUB,RU000A108405
-,16.07.2026,-,-,-,-,RUB,RU000A108405
-,15.08.2026,-,-,-,-,RUB,RU000A108405
-,14.09.2026,-,-,-,-,RUB,RU000A108405
-,14.10.2026,-,-,-,-,RUB,RU000A108405
-,13.11.2026,-,-,-,-,RUB,RU000A108405
-,13.12.2026,-,-,-,-,RUB,RU000A108405
-,12.01.2027,-,-,-,-,RUB,RU000A108405
-,11.02.2027,-,-,-,-,RUB,RU000A108405
-,13.03.2027,-,-,100,-,RUB,RU000A108405
-,12.04.2027,-,-,-,-,RUB,RU000A108405
-,12.05.2027,-,-,-,-,RUB,RU000A108405
-,11.06.2027,-,-,100,-,RUB,RU000A108405
-,11.07.2027,-,-,-,-,RUB,RU000A108405
-,10.08.2027,-,-,-,-,RUB,RU000A108405
-,09.09.2027,-,-,100,-,RUB,RU000A108405
-,09.10.2027,-,-,-,-,RUB,RU000A108405
-,08.11.2027,-,-,-,-,RUB,RU000A108405
-,08.12.2027,-,-,100,-,RUB,RU000A108405
-,07.01.2028,-,-,-,-,RUB,RU000A108405
-,06.02.2028,-,-,-,-,RUB,RU000A108405
MAT,07.03.2028,-,-,600,-,RUB,RU000A108405
-,22.10.2018,7.25%,36.15,-,-,RUB,RU000A0ZZ4P9
-,22.04.2019,7.25%,36.15,-,-,RUB,RU000A0ZZ4P9
-,21.10.2019,7.25%,36.15,-,-,RUB,RU000A0ZZ4P9
-,20.04.2020,7.25%,36.15,-,-,RUB,RU000A0ZZ4P9
-,19.10.2020,7.25%,36.15,-,-,RUB,RU000A0ZZ4P9
-,19.04.2021,7.25%,36.15,-,-,RUB,RU000A0ZZ4P9
-,18.10.2021,7.25%,36.15,-,-,RUB,RU000A0ZZ4P9
-,18.04.2022,7.25%,36.15,-,-,RUB,RU000A0ZZ4P9
-,17.10.2022,7.25%,36.15,-,-,RUB,RU000A0ZZ4P9
PUT,17.04.2023,7.25%,36.15,-,-,RUB,RU000A0ZZ4P9
-,16.10.2023,9.45%,47.12,-,-,RUB,RU000A0ZZ4P9
-,15.04.2024,9.45%,47.12,-,-,RUB,RU000A0ZZ4P9
-,14.10.2024,9.45%,47.12,-,-,RUB,RU000A0ZZ4P9
PUT,14.04.2025,9.45%,47.12,-,-,RUB,RU000A0ZZ4P9
-,13.10.2025,-,-,-,-,RUB,RU000A0ZZ4P9
-,13.04.2026,-,-,-,-,RUB,RU000A0ZZ4P9
-,12.10.2026,-,-,-,-,RUB,RU000A0ZZ4P9
-,12.04.2027,-,-,-,-,RUB,RU000A0ZZ4P9
-,11.10.2027,-,-,-,-,RUB,RU000A0ZZ4P9
-,10.04.2028,-,-,-,-,RUB,RU000A0ZZ4P9
-,09.10.2028,-,-,-,-,RUB,RU000A0ZZ4P9
-,09.04.2029,-,-,-,-,RUB,RU000A0ZZ4P9
-,08.10.2029,-,-,-,-,RUB,RU000A0ZZ4P9
-,08.04.2030,-,-,-,-,RUB,RU000A0ZZ4P9
-,07.10.2030,-,-,-,-,RUB,RU000A0ZZ4P9
-,07.04.2031,-,-,-,-,RUB,RU000A0ZZ4P9
-,06.10.2031,-,-,-,-,RUB,RU000A0ZZ4P9
-,05.04.2032,-,-,-,-,RUB,RU000A0ZZ4P9
-,04.10.2032,-,-,-,-,RUB,RU000A0ZZ4P9
MAT,04.04.2033,-,-,1000,-,RUB,RU000A0ZZ4P9
-,18.05.2024,18%,14.79,-,-,RUB,RU000A108AJ8
-,17.06.2024,18%,14.79,-,-,RUB,RU000A108AJ8
-,17.07.2024,18%,14.79,-,-,RUB,RU000A108AJ8
-,16.08.2024,18%,14.79,-,-,RUB,RU000A108AJ8
-,15.09.2024,18%,14.79,-,-,RUB,RU000A108AJ8
-,15.10.2024,18%,14.79,-,-,RUB,RU000A108AJ8
-,14.11.2024,18%,14.79,33.33,-,RUB,RU000A108AJ8
-,14.12.2024,18%,14.3,33.33,-,RUB,RU000A108AJ8
-,13.01.2025,18%,13.81,33.33,-,RUB,RU000A108AJ8
-,12.02.2025,18%,13.32,33.33,-,RUB,RU000A108AJ8
-,14.03.2025,18%,12.82,33.33,-,RUB,RU000A108AJ8
-,13.04.2025,18%,12.33,33.33,-,RUB,RU000A108AJ8
-,13.05.2025,18%,11.84,33.33,-,RUB,RU000A108AJ8
-,12.06.2025,18%,11.34,33.33,-,RUB,RU000A108AJ8
-,12.07.2025,18%,10.85,33.33,-,RUB,RU000A108AJ8
-,11.08.2025,18%,10.36,33.33,-,RUB,RU000A108AJ8
-,10.09.2025,18%,9.86,33.33,-,RUB,RU000A108AJ8
-,10.10.2025,18%,9.37,33.33,-,RUB,RU000A108AJ8
-,09.11.2025,18%,8.88,33.33,-,RUB,RU000A108AJ8
-,09.12.2025,18%,8.38,33.33,-,RUB,RU000A108AJ8
-,08.01.2026,18%,7.89,33.33,-,RUB,RU000A108AJ8
